Heuristic,Run Time,Instance ID,0,1,2,3,4,5,6,7,8,9,10,Best Solution As String
Davis's Bit HC,1,1,104.0, 97.0, 88.0, 106.0, 92.0, 87.0, 112.0, 94.0, 108.0, 115.0, 100.0,0000100100111001001011010110001111001101011101000110111101100000111010111100010101000010100001001101010001101010000101001101000000111001000001100111000001111001001101010100000000010000100101011001010100111110001000110110010000110111101111001110101000001111001110100010101000001011010100111001100111010010001110110001010011000000110101100110110000111011101110111101010110101100110000100000110000001100001111110011001011100100101010100001000101010000110110111011101111101001111100000100110000100000000000000101011011011101010001110010110011111011100111001001110111001110100110100011111011011000111000000001000001110010100100000100100110101001101101100000101100101100000010111000011111011001110111001011
